County,State,FIPS,Population
Wyandotte,KS,20209,165429
Adair,KY,21001,19202
Allen,KY,21003,21315
Anderson,KY,21005,22747
Ballard,KY,21007,7888
Barren,KY,21009,44249
Bath,KY,21011,12500
Bell,KY,21013,26032
Boone,KY,21015,133581
Bourbon,KY,21017,19788
Boyd,KY,21019,46718
Boyle,KY,21021,30060
Bracken,KY,21023,8303
Breathitt,KY,21025,12630
Breckinridge,KY,21027,20477
Bullitt,KY,21029,81676
Butler,KY,21031,12879
Caldwell,KY,21033,12747
Calloway,KY,21035,39001
Campbell,KY,21037,93584
Carlisle,KY,21039,4760
Carroll,KY,21041,10631
Carter,KY,21043,26797
Casey,KY,21045,16159
Christian,KY,21047,70461
Clark,KY,21049,36263
Clay,KY,21051,19901
Clinton,KY,21053,10218
Crittenden,KY,21055,8806
Cumberland,KY,21057,6614
Daviess,KY,21059,101511
Edmonson,KY,21061,12150
Elliott,KY,21063,7517
Estill,KY,21065,14106
Fayette,KY,21067,323152
Fleming,KY,21069,14581
Floyd,KY,21071,35589
Franklin,KY,21073,50991
Fulton,KY,21075,5969
Gallatin,KY,21077,8869
Garrard,KY,21079,17666
Grant,KY,21081,25069
Graves,KY,21083,37266
Grayson,KY,21085,26427
Green,KY,21087,10941
Greenup,KY,21089,35098
Hancock,KY,21091,8722
Hardin,KY,21093,110958
Harlan,KY,21095,26010
Harrison,KY,21097,18886
Hart,KY,21099,19035
Henderson,KY,21101,45210
Henry,KY,21103,16126
Hickman,KY,21105,4380
Hopkins,KY,21107,44686
Jackson,KY,21109,13329
Jefferson,KY,21111,766757
Jessamine,KY,21113,54115
Johnson,KY,21115,22188
Kenton,KY,21117,166998
Knott,KY,21119,14806
Knox,KY,21121,31145
Larue,KY,21123,14398
Laurel,KY,21125,60813
Lawrence,KY,21127,15317
Lee,KY,21129,7403
Leslie,KY,21131,9877
Letcher,KY,21133,21553
Lewis,KY,21135,13275
Lincoln,KY,21137,24549
Livingston,KY,21139,9194
Logan,KY,21141,27102
Lyon,KY,21143,8210
McCracken,KY,21145,65418
McCreary,KY,21147,17231
McLean,KY,21149,9207
Madison,KY,21151,92987
Magoffin,KY,21153,12161
Marion,KY,21155,19273
Marshall,KY,21157,31100
Martin,KY,21159,11195
Mason,KY,21161,17070
Meade,KY,21163,28572
Menifee,KY,21165,6489
Mercer,KY,21167,21933
Metcalfe,KY,21169,10071
Monroe,KY,21171,10650
Montgomery,KY,21173,28157
Morgan,KY,21175,13309
Muhlenberg,KY,21177,30622
Nelson,KY,21179,46233
Nicholas,KY,21181,7269
Ohio,KY,21183,23994
Oldham,KY,21185,66799
Owen,KY,21187,10901
Owsley,KY,21189,4415
Pendleton,KY,21191,14590
Perry,KY,21193,25758
Pike,KY,21195,57876
Powell,KY,21197,12359
Pulaski,KY,21199,64979
Robertson,KY,21201,2108
Rockcastle,KY,21203,16695
Rowan,KY,21205,24460
Russell,KY,21207,17923
Scott,KY,21209,57004
Shelby,KY,21211,49024
Simpson,KY,21213,18572
Spencer,KY,21215,19351
Taylor,KY,21217,25769
Todd,KY,21219,12294
Trigg,KY,21221,14651
Trimble,KY,21223,8471
Union,KY,21225,14381
Warren,KY,21227,132896
Washington,KY,21229,12095
Wayne,KY,21231,20333
Webster,KY,21233,12942
Whitley,KY,21235,36264
Wolfe,KY,21237,7157
Woodford,KY,21239,26734
Acadia,LA,22001,62045
Allen,LA,22003,25627
Ascension,LA,22005,126604
Assumption,LA,22007,21891
Avoyelles,LA,22009,40144
Beauregard,LA,22011,37497
Bienville,LA,22013,13241
Bossier,LA,22015,127039
Caddo,LA,22017,240204
Calcasieu,LA,22019,203436
Caldwell,LA,22021,9918
Cameron,LA,22023,6973
Catahoula,LA,22025,9494
Claiborne,LA,22027,15670
Concordia,LA,22029,19259
De Soto,LA,22031,27463
East Baton Rouge,LA,22033,440059
East Carroll,LA,22035,6861
East Feliciana,LA,22037,19135
Evangeline,LA,22039,33395
Franklin,LA,22041,20015
Grant,LA,22043,22389
Iberia,LA,22045,69830
Iberville,LA,22047,32511
Jackson,LA,22049,15744
Jefferson,LA,22051,432493
Jefferson Davis,LA,22053,31368
Lafayette,LA,22055,244390
Lafourche,LA,22057,97614
LaSalle,LA,22059,14892
Lincoln,LA,22061,46742
Livingston,LA,22063,140789
Madison,LA,22065,10951
Morehouse,LA,22067,24874
Natchitoches,LA,22069,38158
Orleans,LA,22071,390144
Ouachita,LA,22073,153279
Plaquemines,LA,22075,23197
Pointe Coupee,LA,22077,21730
Rapides,LA,22079,129648
Red River,LA,22081,8442
Richland,LA,22083,20122
Sabine,LA,22085,23884
St. Bernard,LA,22087,47244
St. Charles,LA,22089,53100
St. Helena,LA,22091,10132
St. James,LA,22093,21096
St. John the Baptist,LA,22095,42837
St. Landry,LA,22097,82124
St. Martin,LA,22099,53431
St. Mary,LA,22101,49348
St. Tammany,LA,22103,260419
Tangipahoa,LA,22105,134758
Tensas,LA,22107,4334
Terrebonne,LA,22109,110461
Union,LA,22111,22108
Vermilion,LA,22113,59511
Vernon,LA,22115,47429
Washington,LA,22117,46194
Webster,LA,22119,38340
West Baton Rouge,LA,22121,26465
West Carroll,LA,22123,10830
West Feliciana,LA,22125,15568
Winn,LA,22127,13904
Androscoggin,ME,23001,108277
Aroostook,ME,23003,67055
Cumberland,ME,23005,295003
Franklin,ME,23007,30199
Hancock,ME,23009,54987
Kennebec,ME,23011,122302
Knox,ME,23013,39772
Lincoln,ME,23015,34634
Oxford,ME,23017,57975
Penobscot,ME,23019,152148
Piscataquis,ME,23021,16785
Sagadahoc,ME,23023,35856
Somerset,ME,23025,50484
Waldo,ME,23027,39715
Washington,ME,23029,31379
York,ME,23031,207641
Allegany,MD,24001,70416
Anne Arundel,MD,24003,579234
Baltimore,MD,24005,827370
Calvert,MD,24009,92525
Caroline,MD,24011,33406
Carroll,MD,24013,168447
Cecil,MD,24015,102855
Charles,MD,24017,163257
Dorchester,MD,24019,31929
Frederick,MD,24021,259547
Garrett,MD,24023,29014
Harford,MD,24025,255441
Howard,MD,24027,325690
Kent,MD,24029,19422
Montgomery,MD,24031,1050688
Prince George's,MD,24033,909327
Queen Anne's,MD,24035,50381
St. Mary's,MD,24037,113510
Somerset,MD,24039,25616
Talbot,MD,24041,37181
Washington,MD,24043,151049
Wicomico,MD,24045,103609
Worcester,MD,24047,52276
Baltimore city,MD,24510,593490
Barnstable,MA,25001,212990
Berkshire,MA,25003,124944
Bristol,MA,25005,565217
Dukes,MA,25007,17332
Essex,MA,25009,789034
Franklin,MA,25011,70180
Hampden,MA,25013,466372
Hampshire,MA,25015,160830
Middlesex,MA,25017,1611699
Nantucket,MA,25019,11399
Norfolk,MA,25021,706775
Plymouth,MA,25023,521202
Suffolk,MA,25025,803907
Worcester,MA,25027,830622
Alcona,MI,26001,10405
Alger,MI,26003,9108
Allegan,MI,26005,118081
Alpena,MI,26007,28405
Antrim,MI,26009,23324
Arenac,MI,26011,14883
Baraga,MI,26013,8209
Barry,MI,26015,61550
Bay,MI,26017,103126
Benzie,MI,26019,17766
Berrien,MI,26021,153401
Branch,MI,26023,43517
Calhoun,MI,26025,134159
Cass,MI,26027,51787
Charlevoix,MI,26029,26143
Cheboygan,MI,26031,25276
Chippewa,MI,26033,37349
Clare,MI,26035,30950
Clinton,MI,26037,79595
Crawford,MI,26039,14029
Delta,MI,26041,35784
Dickinson,MI,26043,25239
Eaton,MI,26045,110268
Emmet,MI,26047,33415
Genesee,MI,26049,405813
Gladwin,MI,26051,25449
Gogebic,MI,26053,13975
Grand Traverse,MI,26055,93088
Gratiot,MI,26057,40711
Hillsdale,MI,26059,45605
Houghton,MI,26061,35684
Huron,MI,26063,30981
Ingham,MI,26065,292406
Ionia,MI,26067,64697
Iosco,MI,26069,25127
Iron,MI,26071,11066
Isabella,MI,26073,69872
Jackson,MI,26075,158510
Kalamazoo,MI,26077,265066
Kalkaska,MI,26079,18038
Kent,MI,26081,656955
Keweenaw,MI,26083,2116
Lake,MI,26085,11853
Lapeer,MI,26087,87607
Leelanau,MI,26089,21761
Lenawee,MI,26091,98451
Livingston,MI,26093,191995
Luce,MI,26095,6229
Mackinac,MI,26097,10799
Macomb,MI,26099,873972
Manistee,MI,26101,24558
Marquette,MI,26103,66699
Mason,MI,26105,29144
Mecosta,MI,26107,43453
Menominee,MI,26109,22780
Midland,MI,26111,83156
Missaukee,MI,26113,15118
Monroe,MI,26115,150500
Montcalm,MI,26117,63888
Montmorency,MI,26119,9328
Muskegon,MI,26121,173566
Newaygo,MI,26123,48980
Oakland,MI,26125,1257584
Oceana,MI,26127,26467
Ogemaw,MI,26129,20997
Ontonagon,MI,26131,5720
Osceola,MI,26133,23460
Oscoda,MI,26135,8241
Otsego,MI,26137,24668
Ottawa,MI,26139,291830
Presque Isle,MI,26141,12592
Roscommon,MI,26143,24019
Saginaw,MI,26145,190539
St. Clair,MI,26147,159128
St. Joseph,MI,26149,60964
Sanilac,MI,26151,41170
Schoolcraft,MI,26153,8094
Shiawassee,MI,26155,68122
Tuscola,MI,26157,52245
Van Buren,MI,26159,75677
Washtenaw,MI,26161,367601
Wayne,MI,26163,1749343
Wexford,MI,26165,33631
Aitkin,MN,27001,15886
Anoka,MN,27003,356921
Becker,MN,27005,34423
Beltrami,MN,27007,47188
Benton,MN,27009,40889
Big Stone,MN,27011,4991
Blue Earth,MN,27013,67653
Brown,MN,27015,25008
Carlton,MN,27017,35871
Carver,MN,27019,105089
Cass,MN,27021,29779
Chippewa,MN,27023,11800
Chisago,MN,27025,56579
Clay,MN,27027,64222
Clearwater,MN,27029,8818
Cook,MN,27031,5463
Cottonwood,MN,27033,11196
Crow Wing,MN,27035,65055
Dakota,MN,27037,429021
Dodge,MN,27039,20934
Douglas,MN,27041,38141
Faribault,MN,27043,13653
Fillmore,MN,27045,21067
Freeborn,MN,27047,30281
Goodhue,MN,27049,46340
Grant,MN,27051,5972
Hennepin,MN,27053,1265843
Houston,MN,27055,18600
Hubbard,MN,27057,21491
Isanti,MN,27059,40596
Itasca,MN,27061,45130
Jackson,MN,27063,9846
Kanabec,MN,27065,16337
Kandiyohi,MN,27067,43199
Kittson,MN,27069,4298
Koochiching,MN,27071,12229
Lac qui Parle,MN,27073,6623
Lake,MN,27075,10641
Le Sueur,MN,27079,28887
Lincoln,MN,27081,5639
Lyon,MN,27083,25474
McLeod,MN,27085,35893
Mahnomen,MN,27087,5527
Marshall,MN,27089,9336
Martin,MN,27091,19683
Meeker,MN,27093,23222
Mille Lacs,MN,27095,26277
Morrison,MN,27097,33386
Mower,MN,27099,40062
Murray,MN,27101,8194
Nicollet,MN,27103,34274
Nobles,MN,27105,21629
Norman,MN,27107,6375
Olmsted,MN,27109,158293
Otter Tail,MN,27111,58746
Pennington,MN,27113,14119
Pine,MN,27115,29579
Pipestone,MN,27117,9126
Polk,MN,27119,31364
Pope,MN,27121,11249
Ramsey,MN,27123,550321
Red Lake,MN,27125,4055
Redwood,MN,27127,15170
Renville,MN,27129,14548
Rice,MN,27131,66972
Rock,MN,27133,9315
Roseau,MN,27135,15165
St. Louis,MN,27137,199070
Scott,MN,27139,149013
Sherburne,MN,27141,97238
Sibley,MN,27143,14865
Stearns,MN,27145,161075
Steele,MN,27147,36649
Stevens,MN,27149,9805
Swift,MN,27151,9266
Todd,MN,27153,24664
Traverse,MN,27155,3259
Wabasha,MN,27157,21627
Wadena,MN,27159,13682
Waseca,MN,27161,18612
Washington,MN,27163,262440
Watonwan,MN,27165,10897
Wilkin,MN,27167,6207
Winona,MN,27169,50484
Wright,MN,27171,138377
Yellow Medicine,MN,27173,9709
Adams,MS,28001,30693
Alcorn,MS,28003,36953
Amite,MS,28005,12297
Attala,MS,28007,18174
Benton,MS,28009,8259
Bolivar,MS,28011,30628
Calhoun,MS,28013,14361
Carroll,MS,28015,9947
Chickasaw,MS,28017,17103
Choctaw,MS,28019,8210
Claiborne,MS,28021,8988
Clarke,MS,28023,15541
Clay,MS,28025,19316
Coahoma,MS,28027,22124
Copiah,MS,28029,28065
Covington,MS,28031,18636
DeSoto,MS,28033,184945
Forrest,MS,28035,74897
Franklin,MS,28037,7713
George,MS,28039,24500
Greene,MS,28041,13586
Grenada,MS,28043,20758
Hancock,MS,28045,47632
Harrison,MS,28047,208080
Hinds,MS,28049,231840
Holmes,MS,28051,17010
Humphreys,MS,28053,8064
Issaquena,MS,28055,1327
Itawamba,MS,28057,23390
Jackson,MS,28059,143617
Jasper,MS,28061,16383
Jefferson,MS,28063,6990
Jefferson Davis,MS,28065,11128
Jones,MS,28067,68098
Kemper,MS,28069,9742
Lafayette,MS,28071,54019
Lamar,MS,28073,63343
Lauderdale,MS,28075,74125
Lawrence,MS,28077,12586
Leake,MS,28079,22786
Lee,MS,28081,85436
Leflore,MS,28083,28183
Lincoln,MS,28085,34153
Lowndes,MS,28087,58595
Madison,MS,28089,106272
Marion,MS,28091,24573
Marshall,MS,28093,35294
Monroe,MS,28095,35252
Montgomery,MS,28097,9775
Neshoba,MS,28099,29118
Newton,MS,28101,21018
Noxubee,MS,28103,10417
Oktibbeha,MS,28105,49587
Panola,MS,28107,34192
Pearl River,MS,28109,55535
Perry,MS,28111,11973
Pike,MS,28113,39288
Pontotoc,MS,28115,32174
Prentiss,MS,28117,25126
Quitman,MS,28119,6792
Rankin,MS,28121,155271
Scott,MS,28123,28124
Sharkey,MS,28125,4321
Simpson,MS,28127,26658
Smith,MS,28129,15916
Stone,MS,28131,18336
Sunflower,MS,28133,25110
Tallahatchie,MS,28135,13809
Tate,MS,28137,28321
Tippah,MS,28139,22015
Tishomingo,MS,28141,19383
Tunica,MS,28143,9632
Union,MS,28145,28815
Walthall,MS,28147,14286
Warren,MS,28149,45381
Washington,MS,28151,43909
Wayne,MS,28153,20183
Webster,MS,28155,9689
Wilkinson,MS,28157,8630
Winston,MS,28159,17955
Yalobusha,MS,28161,12108
Yazoo,MS,28163,29690
Adair,MO,29001,25343
Andrew,MO,29003,17712
Atchison,MO,29005,5143
Audrain,MO,29007,25388
Barry,MO,29009,35789
Barton,MO,29011,11754
Bates,MO,29013,16172
Benton,MO,29015,19443
Bollinger,MO,29017,12133
Boone,MO,29019,180463
Buchanan,MO,29021,87364
Butler,MO,29023,42478
Caldwell,MO,29025,9020
Callaway,MO,29027,44743
Camden,MO,29029,46305
Cape Girardeau,MO,29031,78871
Carroll,MO,29033,8679
Carter,MO,29035,5982
Cedar,MO,29039,14349
Chariton,MO,29041,7426
Christian,MO,29043,88595
Clark,MO,29045,6797
Clinton,MO,29049,20387
Cole,MO,29051,76745
Cooper,MO,29053,17709
Crawford,MO,29055,23920
Dade,MO,29057,7561
Dallas,MO,29059,16878
Daviess,MO,29061,8278
DeKalb,MO,29063,12547
Dent,MO,29065,15573
Douglas,MO,29067,13185
Dunklin,MO,29069,29131
Franklin,MO,29071,103967
Gasconade,MO,29073,14706
Gentry,MO,29075,6571
Greene,MO,29077,293086
Grundy,MO,29079,9850
Harrison,MO,29081,8352
Henry,MO,29083,21824
Hickory,MO,29085,9544
Holt,MO,29087,4403
Howard,MO,29089,10001
Howell,MO,29091,40117
Iron,MO,29093,10125
Jefferson,MO,29099,225081
Johnson,MO,29101,54062
Knox,MO,29103,3959
Laclede,MO,29105,35723
Lafayette,MO,29107,32708
Lawrence,MO,29109,38355
Lewis,MO,29111,9776
Lincoln,MO,29113,59013
Linn,MO,29115,11920
Livingston,MO,29117,15227
McDonald,MO,29119,22837
Macon,MO,29121,15117
Madison,MO,29123,12088
Maries,MO,29125,8697
Marion,MO,29127,28530
Mercer,MO,29129,3617
Miller,MO,29131,25619
Mississippi,MO,29133,13180
Moniteau,MO,29135,16132
Monroe,MO,29137,8644
Montgomery,MO,29139,11551
Morgan,MO,29141,20627
New Madrid,MO,29143,17076
Nodaway,MO,29147,22092
Oregon,MO,29149,10529
Osage,MO,29151,13615
Ozark,MO,29153,9174
Pemiscot,MO,29155,15805
Perry,MO,29157,19136
Pettis,MO,29159,42339
Phelps,MO,29161,44573
Pike,MO,29163,18302
Polk,MO,29167,32149
Pulaski,MO,29169,52607
Putnam,MO,29171,4696
Ralls,MO,29173,10309
Randolph,MO,29175,24748
Ray,MO,29177,23018
Reynolds,MO,29179,6270
Ripley,MO,29181,13288
St. Charles,MO,29183,402022
St. Clair,MO,29185,9397
Ste. Genevieve,MO,29186,17894
St. Francois,MO,29187,67215
St. Louis,MO,29189,994205
Saline,MO,29195,22761
Schuyler,MO,29197,4660
Scotland,MO,29199,4902
Scott,MO,29201,38280
Shannon,MO,29203,8166
Shelby,MO,29205,5930
Stoddard,MO,29207,29025
Stone,MO,29209,31952
Sullivan,MO,29211,6089
Taney,MO,29213,55928
Texas,MO,29215,25398
Vernon,MO,29217,20563
Warren,MO,29219,35649
Washington,MO,29221,24730
Wayne,MO,29223,12873
Webster,MO,29225,39592
Worth,MO,29227,2013
Wright,MO,29229,18289
St. Louis city,MO,29510,300576
Joplin,MO,29011,179564
Cass,MO,29037,1163157
Clay,MO,29047,1163157
Jackson,MO,29095,1163157
Kansas City,MO,29025,1163157
Platte,MO,29165,1163157
Beaverhead,MT,30001,9453
Big Horn,MT,30003,13319
Broadwater,MT,30007,6237
Carbon,MT,30009,10725
Cascade,MT,30013,81366
Custer,MT,30017,11402
Dawson,MT,30021,8613
Deer Lodge,MT,30023,9140
Fallon,MT,30025,2846
Fergus,MT,30027,11050
Flathead,MT,30029,103806
Gallatin,MT,30031,114434
Garfield,MT,30033,1258
Glacier,MT,30035,13753
Golden Valley,MT,30037,821
Granite,MT,30039,3379
Hill,MT,30041,16484
Jefferson,MT,30043,12221
Lake,MT,30047,30458
Lewis and Clark,MT,30049,69432
Liberty,MT,30051,2337
Lincoln,MT,30053,19980
Madison,MT,30057,8600
Meagher,MT,30059,1862
Missoula,MT,30063,119600
Musselshell,MT,30065,4633
Park,MT,30067,16606
Pondera,MT,30073,5911
Ravalli,MT,30081,43806
Richland,MT,30083,10803
Roosevelt,MT,30085,11004
Rosebud,MT,30087,8937
Sanders,MT,30089,12113
Sheridan,MT,30091,3309
Silver Bow,MT,30093,34915
Stillwater,MT,30095,9642
Sweet Grass,MT,30097,3737
Teton,MT,30099,6147
Toole,MT,30101,4736
Treasure,MT,30103,696
Valley,MT,30105,7396
Wheatland,MT,30107,2126
Wibaux,MT,30109,969
Yellowstone,MT,30111,161300
Adams,NE,31001,31363
Antelope,NE,31003,6298
Banner,NE,31007,745
Boone,NE,31011,5192
Box Butte,NE,31013,10783
Boyd,NE,31015,1919
Buffalo,NE,31019,49659
Burt,NE,31021,6459
Butler,NE,31023,8016
Cass,NE,31025,26248
Cedar,NE,31027,8402
Chase,NE,31029,3924
Cherry,NE,31031,5689
Cheyenne,NE,31033,8910
Clay,NE,31035,6203
Colfax,NE,31037,10709
Cuming,NE,31039,8846
Custer,NE,31041,10777
Dakota,NE,31043,20026
Dawes,NE,31045,8589
Dawson,NE,31047,23595
Deuel,NE,31049,1794
Dixon,NE,31051,5636
Dodge,NE,31053,36565
Douglas,NE,31055,571327
Fillmore,NE,31059,5462
Franklin,NE,31061,2979
Frontier,NE,31063,2627
Furnas,NE,31065,4676
Gage,NE,31067,21513
Garden,NE,31069,1837
Garfield,NE,31071,1969
Gosper,NE,31073,1990
Greeley,NE,31077,2356
Hall,NE,31079,61353
Hamilton,NE,31081,9324
Harlan,NE,31083,3380
Hitchcock,NE,31087,2762
Holt,NE,31089,10067
Hooker,NE,31091,682
Howard,NE,31093,6445
Jefferson,NE,31095,7046
Johnson,NE,31097,5071
Kearney,NE,31099,6495
Keith,NE,31101,8034
Kimball,NE,31105,3632
Knox,NE,31107,8332
Lancaster,NE,31109,319090
Lincoln,NE,31111,34914
McPherson,NE,31117,494
Madison,NE,31119,35099
Merrick,NE,31121,7755
Morrill,NE,31123,4642
Nance,NE,31125,3519
Nemaha,NE,31127,6972
Nuckolls,NE,31129,4148
Otoe,NE,31131,16012
Pawnee,NE,31133,2613
Phelps,NE,31137,9034
Pierce,NE,31139,7148
Platte,NE,31141,33470
Polk,NE,31143,5213
Red Willow,NE,31145,10724
Richardson,NE,31147,7865
Rock,NE,31149,1357
Saline,NE,31151,14224
Sarpy,NE,31153,187196
Saunders,NE,31155,21578
Scotts Bluff,NE,31157,35618
Seward,NE,31159,17284
Sheridan,NE,31161,5246
Sherman,NE,31163,3001
Sioux,NE,31165,1166
Stanton,NE,31167,5920
Thayer,NE,31169,5003
Thomas,NE,31171,722
Thurston,NE,31173,7224
Valley,NE,31175,4158
Washington,NE,31177,20729
Wayne,NE,31179,9385
Webster,NE,31181,3487
York,NE,31185,13679
Churchill,NV,32001,24909
Clark,NV,32003,2266715
Douglas,NV,32005,48905
Elko,NV,32007,52778
Eureka,NV,32011,2029
Humboldt,NV,32013,16831
Lander,NV,32015,5532
Lincoln,NV,32017,5183
Lyon,NV,32019,57510
Mineral,NV,32021,4505
Nye,NV,32023,46523
Pershing,NV,32027,6725
Storey,NV,32029,4123
Washoe,NV,32031,471519
White Pine,NV,32033,9580
Carson City,NV,32510,55916
Belknap,NH,33001,61303
Carroll,NH,33003,48910
Cheshire,NH,33005,76085
Coos,NH,33007,31563
Grafton,NH,33009,89886
Hillsborough,NH,33011,417025
Merrimack,NH,33013,151391
Rockingham,NH,33015,309769
Strafford,NH,33017,130633
Sullivan,NH,33019,43146
Atlantic,NJ,34001,263670
Bergen,NJ,34003,932202
Burlington,NJ,34005,445349
Camden,NJ,34007,506471
Cape May,NJ,34009,92039
Cumberland,NJ,34011,149527
Essex,NJ,34013,798975
Gloucester,NJ,34015,291636
Hudson,NJ,34017,672391
Hunterdon,NJ,34019,124371
Mercer,NJ,34021,367430
Middlesex,NJ,34023,825062
Monmouth,NJ,34025,618795
Morris,NJ,34027,491845
Ocean,NJ,34029,607186
Passaic,NJ,34031,501826
Salem,NJ,34033,62385
Somerset,NJ,34035,328934
Sussex,NJ,34037,140488
Union,NJ,34039,556341
Warren,NJ,34041,105267
Bernalillo,NM,35001,679121
Catron,NM,35003,3527
Chaves,NM,35005,64615
Cibola,NM,35006,26675
Colfax,NM,35007,11941
Curry,NM,35009,48954
Doña Ana,NM,35013,218195
Eddy,NM,35015,58460
Grant,NM,35017,26998
Guadalupe,NM,35019,4300
Harding,NM,35021,625
Hidalgo,NM,35023,4198
Lea,NM,35025,71070
Lincoln,NM,35027,19572
Los Alamos,NM,35028,19369
Luna,NM,35029,23709
McKinley,NM,35031,71367
Mora,NM,35033,4521
Otero,NM,35035,67490
Quay,NM,35037,8253
Rio Arriba,NM,35039,38921
Roosevelt,NM,35041,18500
Sandoval,NM,35043,146748
San Juan,NM,35045,123958
San Miguel,NM,35047,27277
Santa Fe,NM,35049,150358
Sierra,NM,35051,10791
Socorro,NM,35053,16637
Taos,NM,35055,32723
Torrance,NM,35057,15461
Union,NM,35059,4059
Valencia,NM,35061,76688
Albany,NY,36001,305506
Allegany,NY,36003,46091
Broome,NY,36007,190488
Cattaraugus,NY,36009,76117
Cayuga,NY,36011,76576
Chautauqua,NY,36013,126903
Chemung,NY,36015,83456
Chenango,NY,36017,47207
Clinton,NY,36019,80485
Columbia,NY,36021,59461
Cortland,NY,36023,47581
Delaware,NY,36025,44135
Dutchess,NY,36027,294218
Erie,NY,36029,918702
Essex,NY,36031,36885
Franklin,NY,36033,50022
Fulton,NY,36035,53383
Genesee,NY,36037,57280
Greene,NY,36039,47188
Hamilton,NY,36041,4416
Herkimer,NY,36043,61319
Jefferson,NY,36045,109834
Lewis,NY,36049,26296
Livingston,NY,36051,62914
Madison,NY,36053,70941
Monroe,NY,36055,741770
Montgomery,NY,36057,49221
Nassau,NY,36059,1356924
Niagara,NY,36063,209281
Oneida,NY,36065,228671
Onondaga,NY,36067,460528
Ontario,NY,36069,109777
Orange,NY,36071,384940
Orleans,NY,36073,40352
Oswego,NY,36075,117124
Otsego,NY,36077,59493
Putnam,NY,36079,98320
Rensselaer,NY,36083,158714
Rockland,NY,36087,325789
St. Lawrence,NY,36089,107740
Saratoga,NY,36091,229863
Schenectady,NY,36093,155299
Schoharie,NY,36095,30999
Schuyler,NY,36097,17807
Seneca,NY,36099,34016
Steuben,NY,36101,95379
Suffolk,NY,36103,1476601
Sullivan,NY,36105,75432
Tioga,NY,36107,48203
Tompkins,NY,36109,102180
Ulster,NY,36111,177573
Warren,NY,36113,63944
Washington,NY,36115,61204
Wayne,NY,36117,89918
Westchester,NY,36119,967506
Wyoming,NY,36121,39859
Yates,NY,36123,24913
New York City,NY,36061,8336817
Alamance,NC,37001,169509
Alexander,NC,37003,37497
Alleghany,NC,37005,11137
Anson,NC,37007,24446
Ashe,NC,37009,27203
Avery,NC,37011,17557
Beaufort,NC,37013,46994
Bertie,NC,37015,18947
Bladen,NC,37017,32722
Brunswick,NC,37019,142820
Buncombe,NC,37021,261191
Burke,NC,37023,90485
Cabarrus,NC,37025,216453
Caldwell,NC,37027,82178
Camden,NC,37029,10867
Carteret,NC,37031,69473
Caswell,NC,37033,22604
Catawba,NC,37035,159551
Chatham,NC,37037,74470
Cherokee,NC,37039,28612
Chowan,NC,37041,13943
Clay,NC,37043,11231
Cleveland,NC,37045,97947
Columbus,NC,37047,55508
Craven,NC,37049,102139
Cumberland,NC,37051,335509
Currituck,NC,37053,27763
Dare,NC,37055,37009
Davidson,NC,37057,167609
Davie,NC,37059,42846
Duplin,NC,37061,58741
Durham,NC,37063,321488
Edgecombe,NC,37065,51472
Forsyth,NC,37067,382295
Franklin,NC,37069,69685
Gaston,NC,37071,224529
Gates,NC,37073,11562
Graham,NC,37075,8441
Granville,NC,37077,60443
Greene,NC,37079,21069
Guilford,NC,37081,537174
Halifax,NC,37083,50010
Harnett,NC,37085,135976
Haywood,NC,37087,62317
Henderson,NC,37089,117417
Hertford,NC,37091,23677
Hoke,NC,37093,55234
Hyde,NC,37095,4937
Iredell,NC,37097,181806
Jackson,NC,37099,43938
Johnston,NC,37101,209339
Jones,NC,37103,9419
Lee,NC,37105,61779
Lenoir,NC,37107,55949
Lincoln,NC,37109,86111
McDowell,NC,37111,45756
Macon,NC,37113,35858
Madison,NC,37115,21755
Martin,NC,37117,22440
Mecklenburg,NC,37119,1110356
Mitchell,NC,37121,14964
Montgomery,NC,37123,27173
Moore,NC,37125,100880
Nash,NC,37127,94298
New Hanover,NC,37129,234473
Northampton,NC,37131,19483
Onslow,NC,37133,197938
Orange,NC,37135,148476
Pamlico,NC,37137,12726
Pasquotank,NC,37139,39824
Pender,NC,37141,63060
Perquimans,NC,37143,13463
Person,NC,37145,39490
Pitt,NC,37147,180742
Polk,NC,37149,20724
Randolph,NC,37151,143667
Richmond,NC,37153,44829
Robeson,NC,37155,130625
Rockingham,NC,37157,91010
Rowan,NC,37159,142088
Rutherford,NC,37161,67029
Sampson,NC,37163,63531
Scotland,NC,37165,34823
Stanly,NC,37167,62806
Stokes,NC,37169,45591
Surry,NC,37171,71783
Swain,NC,37173,14271
Transylvania,NC,37175,34385
Tyrrell,NC,37177,4016
Union,NC,37179,239859
Vance,NC,37181,44535
Wake,NC,37183,1111761
Warren,NC,37185,19731
Washington,NC,37187,11580
Watauga,NC,37189,56177
Wayne,NC,37191,123131
Wilkes,NC,37193,68412
Wilson,NC,37195,81801
Yadkin,NC,37197,37667
Yancey,NC,37199,18069
Barnes,ND,38003,10415
Benson,ND,38005,6832
Billings,ND,38007,928
Bottineau,ND,38009,6282
Bowman,ND,38011,3024
Burke,ND,38013,2115
Burleigh,ND,38015,95626
Cass,ND,38017,181923
Cavalier,ND,38019,3762
Dickey,ND,38021,4872
Divide,ND,38023,2264
Dunn,ND,38025,4424
Eddy,ND,38027,2287
Emmons,ND,38029,3241
Foster,ND,38031,3210
Golden Valley,ND,38033,1761
